tsne-2d-one,tsne-2d-two,cluster
-27.57616,32.554962,1
19.426521,15.462463,3
-20.210703,24.1902,1
-30.858482,15.470686,1
-31.01381,4.6880913,1
29.350212,4.585053,0
-17.33574,20.75601,3
-7.302722,22.546007,3
-18.572962,-23.078707,2
18.806036,10.651755,2
-0.98956245,16.224577,3
-6.581717,-11.937545,1
-9.912277,29.662533,3
10.079392,10.817064,3
-12.9014435,23.917553,3
8.678164,7.262405,2
-58.244976,6.5922174,4
-6.5294843,17.787695,3
15.305263,-44.192017,2
37.403336,-1.2079153,0
-27.585451,32.57118,1
-27.657715,32.590786,1
-2.9624143,31.424484,3
-9.102196,-34.459766,2
6.912501,-6.515653,3
-61.215347,-19.715498,4
11.269825,-41.189533,2
-0.20303161,-19.265623,2
5.049758,18.939543,3
47.96218,-12.961859,3
20.491991,-6.8204613,2
-9.102776,-34.460712,2
-20.647243,-3.5917103,3
28.003473,-14.256949,2
-2.968341,31.41069,3
-20.667822,13.66337,1
6.315764,13.179711,3
16.084446,10.240923,3
26.525188,23.70294,3
-6.2900534,11.394587,3
-28.707287,36.789783,1
-22.768332,18.739399,1
-54.343674,-22.745274,1
-30.282158,-16.43551,2
-6.972803,-18.246584,2
-70.4544,-9.647273,4
-21.216799,17.187918,1
-31.74411,-29.665495,1
16.426678,-13.745253,2
14.042272,-43.666565,2
48.23021,7.874083,0
47.683113,-10.607256,3
-34.691364,6.0601664,1
31.165771,12.262747,0
-17.991045,23.954794,3
6.9117923,-6.5085335,3
-20.694693,14.674826,3
10.328082,-41.012577,2
35.704975,6.1593637,0
-11.069617,26.210964,3
26.29996,1.4871182,0
-42.971966,-2.5897357,4
11.864364,16.9165,3
-57.834496,8.51375,4
-0.1426371,-19.22007,2
-61.275097,-19.605907,4
35.950344,7.151812,0
-15.610328,9.963791,3
-24.050774,4.086357,1
-44.89277,-11.350749,1
15.176302,-21.550785,2
43.133965,-21.825434,0
10.171223,-7.982634,3
-69.93023,-15.70083,4
50.75028,-13.301229,0
22.016317,21.341612,3
-11.6504755,36.370308,3
46.695126,10.553474,0
-11.990336,-3.8227108,1
22.040306,21.344828,3
30.524973,10.966272,0
23.946535,20.156399,3
13.222075,-1.853756,3
21.994904,3.6715572,2
-30.403902,-5.807938,1
8.616776,42.51063,2
-38.053604,8.317649,1
-21.576832,19.69577,1
-22.495235,30.548084,3
35.13192,12.666417,0
50.73002,7.4155636,0
-11.130841,21.450155,3
73.63855,8.305214,0
-23.260683,-32.134895,1
10.741788,-6.4836974,3
54.635094,16.329378,0
3.3183684,-23.994896,2
-22.271997,-2.1715777,1
-19.285069,22.99849,1
17.422844,9.465998,2
-5.3498855,-27.892818,1
-23.796019,24.011242,1
15.098169,-28.665237,2
2.4524422,7.1888905,3
-16.478344,-14.729442,1
-36.80515,8.792081,1
41.457897,-3.5814805,3
34.781525,-22.360334,2
33.304337,2.3098311,2
18.395077,-11.453244,2
-10.818335,-31.247595,2
-23.241245,-32.128963,1
25.841976,-18.50922,0
-38.747715,14.826642,1
27.884575,-0.88867366,2
-70.467896,-13.406911,4
10.665659,12.339789,3
-1.8636678,-30.518072,2
-12.663916,-31.414244,2
-64.22903,7.7919297,4
-25.428595,-24.998247,2
-23.241888,-32.128963,1
-54.00371,-22.953812,4
-30.870428,19.06379,1
-52.221043,-14.224598,4
-60.700497,-13.59162,4
45.39833,0.38007125,0
-14.514528,-8.694154,1
-16.94451,-25.937828,3
-7.1128354,-11.447812,1
-9.071847,6.4190984,1
63.010822,14.958719,0
30.479649,-4.2362237,2
73.63944,8.303771,0
-22.365427,-2.1419096,1
-41.092587,-24.403292,1
-47.019657,-5.4911947,1
25.90736,12.601853,3
31.542208,-2.2455857,0
40.27253,-24.32157,0
-12.492358,19.094517,3
15.415783,-44.243465,2
-28.881182,-3.6746461,1
-31.545942,-25.449503,1
-24.629406,18.151434,1
-25.8164,19.443933,1
20.83186,4.758187,3
48.119576,24.3493,0
38.477543,10.441177,0
25.03015,9.604089,3
4.0756207,-27.0405,2
34.38469,-7.230664,0
37.498966,4.830619,0
-22.54511,1.154774,1
36.458614,-2.0466437,0
-22.422132,19.945303,1
3.512089,29.172224,3
51.21054,7.2082033,0
-23.245491,-32.118225,1
5.2775817,13.814794,3
34.601166,10.698532,2
-43.80098,-11.794019,1
-19.4718,17.484863,3
40.25719,8.517187,0
15.264208,20.437317,3
-40.75212,3.4091747,1
11.678288,2.1188083,3
-25.942959,-8.219695,1
-29.570904,20.44562,1
-20.468258,-14.534932,1
12.656863,-30.452198,2
8.616643,42.51048,2
-12.68965,24.895443,3
25.9093,-7.517766,2
-10.022309,-27.059687,1
26.524088,23.703064,3
11.572394,-21.956581,2
-44.709,-25.277384,1
-13.154127,25.707018,3
-60.67746,-13.579987,4
-30.010736,-1.0204397,1
-7.98898,-29.45032,2
-68.443726,-13.942067,4
-29.511127,1.5501828,1
54.72637,-2.0432165,0
26.618126,-14.231975,2
-38.775864,-7.354212,1
-54.352734,-22.739082,4
-0.88507277,3.8738453,1
2.9766152,-21.961376,2
-12.728242,-14.957045,2
16.13561,-21.273638,2
1.1827993,24.050228,3
8.61983,-10.477739,2
-61.551327,-2.7714012,4
-11.719072,-6.4743466,1
38.82655,15.772417,0
28.026968,10.073477,2
30.504301,-20.942663,3
34.598766,2.734185,2
6.0188932,8.906669,2
-25.79748,8.355467,1
-55.74099,0.14615181,4
-3.8364482,4.979227,1
-38.46489,16.437256,1
47.44717,24.235987,0
25.260288,-27.433681,2
-5.0723352,-19.831425,2
-61.550922,-2.7710907,4
22.525581,-4.104117,2
9.435733,-11.873238,2
38.92189,1.4078126,0
-59.12619,-9.844838,4
-1.188272,-6.691945,3
23.342937,-7.588492,2
52.68274,12.501263,0
22.767315,-8.038312,2
-2.2762122,11.590793,3
33.356693,8.604246,0
55.248745,-1.231023,0
-57.3863,7.199765,4
-24.088873,-6.1110034,1
-27.414864,-30.49248,2
34.93018,-10.9372,2
-30.423944,-27.080162,1
16.445337,-18.174278,2
13.888992,-7.138824,3
47.12625,7.7000537,0
62.483555,20.136204,0
25.083818,13.791444,3
37.70533,-2.362164,0
-68.24888,-11.117845,4
-3.0908854,13.194205,3
-16.50527,-3.1376758,3
51.743443,3.874732,0
15.807948,12.300088,2
22.04365,-12.408655,2
15.060762,-28.709032,2
-12.799073,-14.6574745,1
-23.260683,-32.134895,1
14.354971,1.9410286,3
-2.1291375,18.34294,3
-15.279845,15.642619,3
43.431637,9.384742,0
8.233323,-33.560787,2
-21.058044,-2.2410154,1
17.082735,7.3962684,2
-44.71222,-25.279245,1
-11.085326,-5.001519,2
-33.18927,-6.522818,1
-41.2244,-14.251181,1
29.30656,4.9910407,2
9.510793,11.745488,2
-0.016043201,-27.203455,2
-21.805222,5.5495324,1
49.32269,8.60187,0
1.3520983,15.488748,3
-8.456294,-7.2132883,1
-7.793928,-14.136618,2
38.995377,5.288477,0
-13.787973,17.910229,3
30.653202,-5.0266733,2
-24.594227,18.09593,1
23.278717,15.343386,3
16.620352,-21.054352,0
-26.939537,2.1867313,1
48.562046,14.415229,0
21.053394,-9.31161,2
26.78036,-14.627756,2
-54.997272,-22.360949,4
8.344934,-37.210957,2
24.584723,-10.490937,2
33.651554,3.8189461,0
46.257023,-2.5616646,3
-22.167402,-7.3503766,1
47.808136,-1.3855791,3
11.859123,-16.328432,2
10.833804,6.728183,3
14.4511385,11.408827,3
47.590767,0.6675676,0
10.15075,8.525667,3
-28.18199,21.196537,4
34.446594,17.508842,2
-13.3781805,22.104795,3
-0.20233622,10.222333,3
1.2907774,-30.418016,2
-13.577129,21.968975,3
50.268066,-14.239913,0
-34.391895,15.767177,1
-37.092995,-0.59105754,1
-16.578245,27.968021,3
-19.28323,27.71199,3
43.00088,7.8085175,0
9.456699,-4.691093,3
0.45540586,10.345905,3
-22.762882,35.043858,1
0.15863763,9.091256,3
10.453581,-17.5006,2
2.0706651,11.139848,3
-6.4840965,30.322668,3
34.12782,23.170795,2
-30.891752,-16.160547,1
7.3950696,-3.9586577,3
46.024513,32.08627,0
-34.399307,15.762762,1
19.855967,24.19202,3
34.24898,23.56614,2
-3.4470484,-31.153137,2
17.866003,30.476976,3
-36.93074,-12.558498,1
29.68761,-19.63474,0
2.4558518,16.873251,3
40.525593,-2.0164478,0
47.231968,-0.38856542,0
48.681076,14.799482,0
-15.347472,6.913619,3
-22.622309,26.117493,3
10.927537,-32.39686,2
7.334042,-4.4894643,3
-0.012624994,10.346596,3
-34.833546,-5.326109,1
-18.573391,-25.85172,2
36.202065,26.463627,0
48.902176,-0.27213287,0
17.271341,24.614607,3
33.563637,22.37779,2
36.370373,14.241705,0
9.3823805,-5.1567116,3
46.77274,2.5945024,0
59.19635,-4.0804996,0
22.883295,8.372259,2
5.084991,-1.1315444,3
8.397248,-5.211151,3
-19.957417,18.837805,3
4.397218,-22.74892,2
7.444359,-3.7275982,3
7.483837,-3.7365317,3
37.013714,22.675081,0
48.521378,1.1040636,0
1.572945,8.792501,3
-1.0599911,8.506951,1
35.221066,20.655718,0
36.142647,26.414179,2
36.1579,26.436192,2
7.6867146,-5.716153,3
-14.904184,21.450687,3
-16.880371,26.742031,3
0.70071393,11.148255,3
-13.617759,27.920229,3
46.50281,1.4411626,0
-19.790842,24.40237,1
-2.250225,-24.510532,2
45.568348,-9.572294,3
-6.602454,20.762928,3
-61.218067,-20.068268,4
-8.745715,19.210073,3
18.820827,-0.98565775,2
-13.172323,30.564396,3
-15.829299,25.158432,3
18.507044,-16.732376,2
56.17139,-1.9795681,0
27.085499,-5.704028,2
-6.7803917,20.212105,3
18.517471,23.658092,2
-11.797866,28.185223,3
-66.104744,2.5864992,4
-60.862297,-19.94179,4
-10.079516,12.911768,3
44.175385,-18.465202,0
19.828537,4.851093,3
-22.04498,24.058342,1
9.350433,-8.668988,3
22.02173,7.408865,2
47.920166,-17.562378,0
46.010616,-7.1081133,3
49.791344,3.9663336,0
21.151636,8.10015,3
-62.37967,-20.539497,4
-8.533209,-3.4855225,3
-5.3804765,22.611217,3
-25.514727,22.952818,1
-17.93814,0.7508824,1
14.83369,0.90280974,3
11.269843,-41.189564,2
-12.472532,-15.548364,3
-25.6759,19.52015,1
53.090992,9.291829,0
49.71446,12.28654,0
-40.732784,22.609127,1
48.025856,-7.657684,3
-3.0811796,15.548421,3
12.194238,-4.632566,3
51.385807,-10.698378,3
41.699867,17.540115,0
-17.387558,-1.9331884,1
18.342934,19.923069,3
45.752728,-6.069137,3
25.75376,-2.6892111,0
41.818775,-5.506963,3
14.286548,-11.792969,3
22.053524,21.354858,3
41.550617,-11.023515,3
-21.963066,-9.713149,1
-10.228508,13.223095,3
-8.061797,11.0746355,3
-0.5044521,-1.3502133,2
-22.946703,20.051357,1
46.711155,-15.734727,3
-14.417387,28.076069,3
25.54992,-0.12673837,2
-6.449517,16.635328,3
18.756012,-16.57627,0
-21.97794,19.92409,1
75.65575,0.34329194,0
21.568888,18.605957,3
-27.03458,16.935673,1
-62.006893,-3.6156216,4
19.8241,-9.166656,2
17.781933,23.128643,2
-6.779814,3.1080272,2
-38.54118,-28.146433,2
-1.7421199,39.313427,3
48.71156,-21.132381,3
-7.5700793,-1.502825,2
56.718616,8.987002,0
-60.863983,-0.47485548,4
67.39475,6.6869717,0
-10.79196,18.581728,3
-14.629083,-24.378298,2
-28.132994,12.093511,1
7.3248825,24.37562,3
25.485806,-11.389978,2
-53.286255,12.92425,4
-7.813009,2.306413,1
-11.930935,18.131424,3
-58.08647,-10.219763,4
67.83043,5.391636,0
6.01732,-17.073427,2
-6.4567056,1.5014911,1
-21.567057,30.449165,3
34.704098,-19.9124,0
16.631592,-14.847468,3
-64.31965,-10.431763,4
7.819052,9.484613,2
-39.36807,15.881262,4
-18.801832,26.470766,3
-12.809126,26.82994,3
13.5697565,-3.178524,3
15.217265,1.9574354,3
-17.434628,8.750058,3
18.598564,22.492558,2
-51.44419,1.6056484,4
3.0712678,7.6624713,3
-61.499485,-13.845068,4
48.303577,-17.401262,0
-53.762287,-23.11522,1
14.2620535,-43.77668,2
-1.3871634,8.555769,1
-0.2322038,8.518057,3
-20.398258,-25.446512,1
31.481981,-22.087376,0
8.860341,-3.8939972,3
4.099471,5.627621,2
-21.23962,-4.7960887,1
40.725296,-13.409795,3
17.425562,-15.000961,3
66.11716,-12.490287,0
-19.765535,24.435316,1
-20.298271,19.231398,3
-60.560726,-2.0320468,4
-5.641434,38.929993,1
-14.857239,18.111034,1
-27.264217,4.309024,1
48.944565,23.863445,0
-21.855991,-23.97243,1
-23.001944,28.458471,1
16.308683,7.9532905,3
-27.694555,-13.16622,1
63.270237,14.735318,0
2.23917,-30.217577,2
22.695078,16.025352,3
-22.055082,19.022327,1
-16.79883,23.092764,1
48.06048,-9.623664,3
-79.407196,-2.358402,4
-13.250948,30.833136,3
-57.51763,-20.95862,4
41.95886,-6.8887506,3
44.71493,-4.165199,0
-15.546554,11.700787,1
70.54956,14.765038,0
-12.276847,26.068121,3
-15.022559,28.329817,3
3.721664,-3.5847702,3
37.924316,12.781521,0
68.76881,15.055662,0
55.96363,-2.8777912,0
-22.06891,-8.359194,1
12.5698595,-19.661488,2
5.6771784,-14.766311,2
46.02596,32.08537,0
-3.2275922,-1.3930775,1
-65.638275,-17.536476,4
-2.2272577,-7.025176,2
-42.78831,23.73608,1
-61.67313,-20.382772,4
-39.19544,-0.87661844,1
44.209618,-7.7244925,3
47.904484,-10.917324,3
14.394888,30.759108,3
-4.2800574,0.89975995,2
26.76508,15.89881,2
12.109727,-2.5139859,3
-5.026963,37.81209,1
44.116665,11.304241,0
-7.2873363,10.2711935,3
20.779837,15.640875,3
-13.764031,5.7399745,1
-20.110058,-20.286253,1
75.72126,-0.5092721,0
-26.56649,22.66865,1
-14.385655,-5.118359,2
-57.62855,20.231087,4
47.48497,24.179016,0
42.024456,-6.926675,3
-0.9709717,21.406979,3
11.275564,-34.657127,2
-13.495669,15.624296,3
-7.5177665,19.510689,3
-37.533245,9.59972,4
8.686545,13.936875,2
-5.3405633,20.713818,3
-11.235876,-21.244371,1
48.882656,2.5943954,0
-50.76088,-13.527316,4
18.232283,-7.2379227,2
-53.551476,9.402486,4
18.919401,3.5831866,2
-7.456274,19.092957,3
28.836454,3.239825,0
35.6137,-13.098787,0
73.60865,8.328462,0
9.673986,27.090649,3
-40.267105,11.155731,1
41.801346,-5.373638,3
-0.43693906,27.454466,3
19.170547,9.708853,3
-19.785196,24.40441,1
32.694984,-2.8698645,0
-6.5188594,22.982965,3
-9.447765,29.329031,3
-19.38917,9.869332,1
20.039486,-7.3192706,2
-3.2042124,-23.803059,1
18.38353,10.068233,3
-18.818775,-23.211174,2
27.974886,-3.605774,2
27.231934,11.288954,0
27.601974,-0.2793306,2
21.600643,15.413023,3
-7.3259325,11.92334,3
12.8030615,-20.51454,2
-67.602776,-6.103608,4
34.648445,5.6081095,2
33.922092,22.85585,2
-27.413534,16.149925,1
-8.097038,9.345893,3
-12.723469,-14.558677,2
16.092724,23.345661,3
-23.17288,21.366575,1
-18.675903,20.139374,3
-24.047771,-8.947278,1
24.257942,17.570251,3
26.848076,0.60679233,2
14.407202,-43.84405,2
-11.644796,36.375206,3
-58.009514,-20.73304,4
-22.458496,29.60947,3
-62.164978,-2.3926394,4
47.070583,-10.438213,3
-62.483932,-19.070854,4
9.159919,-23.559483,2
-25.809523,21.683838,1
-15.015301,25.860834,3
-20.168764,-25.553963,2
47.851475,21.076288,0
-38.87807,-1.3511312,1
-13.725664,-3.7608345,2
18.950365,8.789591,2
-30.810463,4.5606084,1
7.7900295,-25.85976,2
-2.881166,22.22926,3
-42.638733,14.192791,4
-21.925323,8.90231,1
-19.480818,33.76552,3
-1.7404385,-15.282614,2
-13.31958,-18.895634,2
-7.9584174,35.001945,3
-19.88613,4.912315,1
33.8169,34.54229,3
56.71912,8.986971,0
-24.849426,-1.8872176,1
-21.936375,8.893285,1
41.375984,-8.587153,3
10.8159895,-6.3900743,3
-21.831306,15.425414,1
18.57704,5.9942017,3
-0.9524379,21.781954,3
3.4938557,-9.299017,2
-36.62613,17.47762,1
-14.659384,15.688015,3
-9.837908,17.101372,3
24.923504,4.5713277,3
-7.9890256,31.85274,3
56.8513,9.037911,0
33.815937,34.541348,3
-13.59472,-9.027124,2
7.8446193,-25.980192,2
39.3702,28.400402,0
48.07722,9.800678,0
-3.3374782,1.0187253,2
-2.8597648,22.239233,3
-59.588966,5.6121035,4
-8.226998,-21.816069,2
-4.113396,-2.6941187,2
9.016192,-16.726774,2
4.0137067,0.061868697,3
-58.91869,0.093077,4
-59.8309,-19.696203,4
-2.2604284,-19.618328,2
51.32498,10.063602,0
-34.404476,25.94386,1
-9.806302,-7.7663107,2
8.977568,5.456377,3
73.60883,8.328447,0
-56.66429,8.545172,1
-9.777476,24.936651,3
-22.925514,21.651836,1
-62.445267,6.804244,4
44.950638,-1.105056,0
51.16479,2.87338,0
-18.021673,19.22698,3
-10.834438,-2.4931753,1
3.3111045,-0.19222678,3
45.26247,-0.8083141,0
-5.7104483,39.053123,3
-17.932863,0.7533001,1
27.836899,8.07418,2
-24.239168,-11.587633,1
-22.431166,-10.29724,3
10.255078,14.420964,2
29.065004,2.0779421,3
13.320998,4.382146,3
-62.11499,-6.260718,4
55.13147,9.394648,0
36.285217,-11.004662,0
66.83593,14.591996,0
14.286612,-11.79245,3
11.264033,-7.821729,3
44.973347,3.275518,0
7.5465646,12.565284,3
29.867743,12.78795,2
-16.92411,23.442898,1
-11.517575,26.91797,3
-61.233253,-6.631595,4
63.31652,6.9343204,0
66.68157,8.559694,0
20.95965,13.552615,3
-1.381882,12.877457,3
-13.447641,-21.835855,1
-25.973518,10.628014,1
19.804087,-10.651568,2
27.686829,-6.848157,2
18.563417,-6.169883,2
6.8954735,10.12126,3
-24.093513,-18.46588,1
26.433723,4.9545965,0
-17.41545,25.609186,3
9.579513,-6.9865212,3
-24.468437,21.276777,1
-5.091291,12.96245,3
68.789474,13.853043,0
55.381718,-1.8185004,0
20.56693,-40.230656,2
5.3172946,20.876781,3
-65.7321,-5.888201,4
20.17167,42.215145,2
-23.107141,23.44322,1
18.6593,1.0346967,2
-18.26961,23.403252,1
12.010169,12.193089,3
9.51416,9.640575,3
-6.2670083,12.801616,3
-15.218752,31.255657,1
-16.291376,-5.8040824,1
33.732983,-1.8329053,0
5.391004,-15.092753,2
63.042164,11.530299,0
16.619816,-7.8746777,2
-20.552607,13.226398,3
11.389339,-5.7832146,3
22.780983,2.6632342,2
-19.55942,33.642265,3
45.073463,-8.498607,3
-5.031826,-21.74779,2
66.11879,-12.488307,0
-31.51727,11.011504,1
40.094685,8.955836,0
30.186056,-18.05278,2
-73.145515,-17.635466,4
-56.59957,6.9588385,4
-11.818472,23.944918,3
44.34759,-11.247582,3
-24.05154,-20.62006,1
20.171597,42.215214,2
29.072086,23.901043,2
-75.2336,-8.326883,4
-8.182072,-7.060763,1
-14.62758,27.946632,3
-19.414604,-9.07151,1
-69.34843,-4.6471176,4
-11.270446,13.848939,3
5.1189003,6.9092436,3
61.36481,11.30039,0
-51.362656,8.538115,4
32.300865,6.1188846,0
42.01719,7.02958,0
-18.952383,25.783264,3
-8.4981575,-0.46839598,2
-24.051655,-20.619991,1
31.0448,-11.637864,3
48.591537,-5.468772,3
16.853563,11.7693815,3
9.9744,-6.6299396,3
-7.155467,6.662444,3
-13.232894,24.618597,3
9.85878,0.024177719,2
-9.179773,18.49409,3
-18.261564,-23.38017,1
-19.002909,-10.857181,2
11.176798,-7.0082436,3
-14.6048565,-10.240064,2
27.86517,14.009024,0
-11.688538,22.304586,3
3.5156975,0.9965106,3
16.64992,-15.276845,3
48.07539,9.800475,0
-8.528739,-20.578056,2
9.861698,12.941738,2
-18.137604,27.140076,1
-36.726555,17.78468,1
-18.416574,24.88192,3
-28.542265,-28.876356,1
-0.3168033,-31.428669,2
-8.6310835,-30.279179,1
-12.294225,5.487779,3
15.334658,-16.639948,2
5.385936,-25.864834,2
3.137366,-13.482076,2
-8.04871,31.771284,3
19.69307,20.762058,2
4.661418,-16.227472,2
14.061771,7.401592,3
-23.070047,-17.282019,2
-60.689713,-17.983906,4
-15.012313,27.773571,3
-18.306393,-21.562256,1
-12.290872,24.95887,3
27.375841,-4.9419627,0
17.26579,10.725586,3
-46.03283,6.36805,1
-52.79696,11.432857,4
8.018832,16.100254,3
46.29065,-11.625005,3
11.2757225,15.568826,2
-2.8661017,15.216932,3
-11.785356,32.034065,3
17.028965,9.569337,3
-16.096663,28.867191,3
43.41322,-4.579462,3
-23.585516,23.942122,1
14.368389,-14.608488,3
33.08375,16.746656,0
16.880024,16.862825,3
-41.992615,-5.797645,1
-21.144709,29.499454,3
-14.1413765,26.883396,3
50.8773,-4.71007,3
15.992757,-15.239219,2
-0.06248871,15.952156,3
16.356272,19.788994,3
7.9352183,-25.658485,2
10.652464,-6.910405,3
5.053084,-19.664204,2
14.580979,-17.133633,2
-42.49125,14.318373,4
51.89166,5.188194,0
-12.449608,26.461432,3
36.550728,-11.703772,0
2.1236248,-10.982913,3
25.719591,-23.152704,2
12.378213,-4.990205,3
49.216675,2.8060653,0
-9.206142,17.992033,3
-38.25473,27.472641,1
40.966106,-11.687407,3
-8.421976,31.22488,3
-6.9094396,10.039775,3
22.332373,-7.018351,2
38.033672,-9.915646,3
63.369785,16.744608,0
-26.24476,23.246088,1
-20.112959,12.166296,3
48.577522,-4.7482157,3
48.83766,11.480888,0
58.585903,11.250375,0
-14.363295,24.59493,3
43.890003,-11.780171,3
-16.70285,23.321095,1
-14.52166,13.573653,1
-22.416513,19.824032,1
28.155657,-19.942049,3
65.61229,12.218022,0
43.217728,-2.5943751,0
-7.98257,34.973858,3
-9.1592045,18.48031,3
32.65943,8.094498,2
-64.08822,-8.249846,4
35.177944,-18.025484,0
-11.512528,24.831394,3
21.208868,18.86502,3
-31.454863,8.712705,1
14.111267,18.731472,3
1.0498736,17.233608,3
54.375984,-0.5051864,0
-31.092924,4.6995273,1
-19.72853,28.350384,3
26.96925,15.889368,2
13.49087,-5.2825017,3
35.330353,-6.180424,3
14.521454,2.9457853,3
-3.7206948,18.64645,3
-22.23499,23.336538,1
-15.045281,20.94447,3
33.711155,-12.846169,0
41.224392,6.927019,0
-13.676356,28.88275,3
24.135073,7.9489145,2
-38.233147,-2.1431723,1
23.270021,18.75938,3
47.26576,-14.968092,3
-38.58378,-28.15919,1
68.716484,13.806177,0
-9.867458,10.326572,3
9.131527,-7.2479477,3
-15.28912,6.4437327,1
-8.503501,26.4748,3
21.33411,2.6620607,3
-79.407196,-2.358402,4
-41.30348,30.124975,1
44.16072,-5.659641,0
14.054162,-16.019934,2
-20.197577,25.116142,1
-6.345001,22.538824,3
48.295696,-0.83526266,0
-13.6062765,18.833738,1
-4.5954037,-28.458641,2
4.164454,-0.45223096,3
-17.000193,27.142105,3
-48.136574,-3.7652628,4
-18.008686,7.9249544,1
0.49014956,0.45316172,3
-8.379215,12.141777,3
-21.810274,8.216372,1
-19.292475,15.9577055,3
-17.302963,28.442364,3
-16.415714,16.496243,3
-41.828484,15.004584,1
-0.24335548,21.2498,3
-9.870861,18.483871,3
-13.8561125,12.018711,1
-9.43411,-15.460441,2
1.9370247,8.024714,3
-29.408525,-10.188687,1
24.294024,22.350512,2
-23.161287,24.104267,1
19.060173,27.169258,3
-18.115488,7.4010243,1
-16.80205,22.06951,1
-31.192999,8.156474,1
-6.9610095,-11.499229,2
29.866638,1.0068928,0
28.734638,15.926878,0
48.078556,3.984517,0
0.06332402,-0.9536546,3
-13.714193,25.43425,3
49.66214,-3.5995963,0
-11.663374,12.024159,3
35.619476,11.879159,2
-11.291757,13.866734,3
-55.19524,26.331446,4
52.74498,-0.26318657,0
8.40833,-0.792436,2
-12.8186,13.246632,3
-30.668346,-16.23346,1
-46.37129,-10.302596,1
-23.256765,34.563515,1
-16.585985,24.258738,3
-21.392126,20.343996,1
-16.53138,12.972383,1
-37.854626,-19.980059,4
10.328082,-41.012577,2
4.7843075,0.22281843,3
43.165318,-9.595666,3
-1.0696428,-10.01109,2
18.724712,14.805088,3
-63.50482,1.8958498,4
11.3920355,6.6426363,2
47.380886,8.991523,0
-9.623999,-8.809748,2
13.3274145,8.169681,3
67.39204,6.686374,0
37.79766,-3.871646,0
18.917896,-5.2693257,2
27.21455,4.6883974,2
15.231137,10.239878,3
-21.376537,4.2242384,2
26.364618,17.443651,0
39.3702,28.400402,0
11.871765,-19.782413,1
45.29557,-9.984995,3
12.975429,-5.3540225,3
46.90053,-1.5537444,0
20.566952,-40.230644,2
-18.999563,6.339892,1
-17.811447,24.816452,3
46.4095,-11.769051,3
24.318607,0.60280806,2
24.001291,9.743635,3
-26.380293,23.584146,1
21.561666,-3.5591369,2
8.76725,6.178623,3
-36.420746,18.789366,1
-33.246212,26.446932,1
15.076018,7.398597,3
-6.3683357,24.596706,1
45.149754,-10.22056,3
50.996387,8.825305,0
-5.8101983,-28.679134,2
27.752558,-20.02933,3
-6.3600507,30.380224,3
30.47999,-23.522226,0
-11.153408,16.15556,3
2.5572622,-14.766443,2
27.155758,4.341123,2
-10.43956,27.596712,3
17.861181,12.954604,3
-14.679468,22.079111,3
46.57686,6.986904,0
-27.850082,2.0508752,1
6.4948397,-25.535385,2
-48.163692,-1.320568,4
-12.302894,27.863806,3
-26.090015,16.701298,1
50.801216,0.769372,0
-47.53241,-9.686686,4
23.628372,5.3004074,3
-23.772972,20.077408,1
-21.142872,14.402596,1
-15.007262,23.91887,3
-22.847324,22.160131,1
47.596455,-17.410433,0
-16.319464,20.520287,3
-33.856117,8.832427,1
25.557371,11.067047,2
25.108212,-9.941377,2
-22.218843,-8.490527,1
-19.978844,-10.724309,1
-29.09356,12.856677,1
9.234214,19.839998,3
-54.24164,3.285047,4
7.2078133,-33.151012,2
-75.014496,6.1577554,4
56.674587,13.862251,0
29.453487,37.010307,3
27.09199,-26.953156,2
29.997835,21.513412,2
-38.35424,0.885458,1
42.206554,22.682327,0
-5.1716833,-5.5909367,3
-7.5922017,7.2270956,1
-24.297432,3.5294948,1
-74.49439,-0.0862045,4
-2.4077523,-12.68857,2
22.472826,-2.8784528,2
-7.16119,19.858223,3
19.286499,-2.5931377,2
11.358214,39.564117,3
22.964985,-5.476201,2
33.928616,-15.667793,0
-14.98569,-11.608779,1
-33.613186,39.777695,1
-7.889081,23.819254,3
-64.54194,-15.588985,4
41.55049,-6.7968755,3
32.489098,19.321373,0
19.642303,11.741251,2
-7.2371387,-38.877254,2
-1.1182624,-4.838323,3
18.945635,16.720802,3
21.65324,32.64599,3
-6.4908905,-9.781841,2
13.590995,-34.130215,2
33.16499,12.874588,0
8.180944,-31.845547,2
14.97894,18.499577,3
31.383759,5.0339856,2
-33.612545,39.778465,1
-49.52494,-26.272064,4
-66.01884,6.2362957,4
31.140633,3.3987517,0
-38.295574,-13.301425,1
-27.15557,21.076445,1
-20.816498,-0.13592245,1
-19.066875,-21.315834,1
24.742376,0.25184745,2
61.478252,15.558419,0
24.006521,-3.773891,2
3.1855433,-35.64251,2
-10.695154,20.328123,3
36.071472,4.8457565,0
12.502892,7.063439,3
-4.2248616,33.90905,3
-13.55935,24.426765,3
-24.301579,3.5271912,1
-15.922972,-10.041576,2
5.758389,-21.79407,2
-6.3358445,-21.716675,2
20.29473,5.179271,3
-11.002827,-8.133568,2
-38.354313,0.88551587,1
6.23283,11.175418,3
-76.586945,-1.1052018,4
-24.993427,38.5911,1
7.9141974,10.157783,3
-34.05987,19.661612,1
8.934203,8.462227,2
22.942741,10.068103,3
17.23269,34.216618,3
-71.990746,7.875694,4
-49.524937,-26.272196,4
9.970989,-21.838116,2
-26.33829,-19.803383,1
-33.621128,39.7837,1
22.24425,5.9250083,3
